1214215	1218892	1186781	1191475	4678	4695	88.45	pf01	r124
1215016	1215121	1119459	1119564	106	106	94.34	pf5	r124
1215342	1219408	1119704	1123776	4067	4073	84.05	pf5	r124
121607	124951	4238207	4234857	3345	3351	98.15	sbw25	r124
121607	124951	5235360	5232010	3345	3351	98.15	sbw25	r124
121607	124951	5576140	5572790	3345	3351	98.15	sbw25	r124
121607	124951	781799	785149	3345	3351	98.15	sbw25	r124
121607	125214	124013	127632	3608	3620	97.00	sbw25	r124
1219099	1223679	1191717	1196288	4581	4572	87.09	pf01	r124
1219996	1224546	1124368	1128886	4551	4519	88.53	pf5	r124
122255	122408	4241030	4240877	154	154	91.67	pf5	r124
122255	122490	2738127	2738362	236	236	86.25	pf5	r124
122264	124401	5238166	5236020	2138	2147	95.40	pf5	r124
1223796	1227629	1196399	1200232	3834	3834	89.34	pf01	r124
1224692	1226138	1129082	1130518	1447	1437	84.60	pf5	r124
1226221	1227748	1130658	1132185	1528	1528	85.77	pf5	r124
1226305	1227728	4972390	4970969	1424	1422	88.23	sbw25	r124
122696	124401	121650	123353	1706	1704	97.25	pf5	r124
122696	124401	4240570	4238867	1706	1704	97.25	pf5	r124
122696	124401	5578503	5576800	1706	1704	97.25	pf5	r124
122696	124401	779436	781139	1706	1704	97.25	pf5	r124
1227646	1231271	1200369	1203990	3626	3622	93.42	pf01	r124
1227909	1232166	1132345	1136601	4258	4257	88.15	pf5	r124
1231399	1234575	1204121	1207369	3177	3249	86.60	pf01	r124
1232901	1234014	1139730	1140843	1114	1114	86.91	pf5	r124
123349	126729	4238207	4234828	3381	3380	98.14	pf01	r124
123349	126729	5235360	5231981	3381	3380	98.14	pf01	r124
123349	126729	5576140	5572761	3381	3380	98.14	pf01	r124
123349	126729	781799	785178	3381	3380	98.14	pf01	r124
123349	138199	124013	138950	14851	14938	89.35	pf01	r124
1234818	1236351	1207496	1209024	1534	1529	89.54	pf01	r124
1235827	1237434	4967179	4965572	1608	1608	87.76	sbw25	r124
1236490	1251110	1209163	1223932	14621	14770	87.41	pf01	r124
1236580	1239533	1143424	1146383	2954	2960	83.52	pf5	r124
12383	16671	13327	17613	4289	4287	88.07	sbw25	r124
1240299	1242347	1147267	1149303	2049	2037	84.35	pf5	r124
1242493	1245705	1149535	1152782	3213	3248	84.45	pf5	r124
1245956	1246617	1153106	1153767	662	662	85.22	pf5	r124
124705	128057	4238207	4234831	3353	3377	97.25	pf5	r124
124705	128057	5235360	5231984	3353	3377	97.25	pf5	r124
124705	128057	5576140	5572764	3353	3377	97.25	pf5	r124
124705	128057	781799	785175	3353	3377	97.25	pf5	r124
124705	128288	124013	127622	3584	3610	96.52	pf5	r124
1247056	1249565	1154212	1156707	2510	2496	88.90	pf5	r124
1247320	1248237	4961365	4960448	918	918	87.27	sbw25	r124
1249698	1251814	1156851	1158968	2117	2118	90.23	pf5	r124
125038	125176	4234995	4234857	139	139	97.84	sbw25	r124
125038	125176	5232148	5232010	139	139	97.84	sbw25	r124
125038	125176	5572928	5572790	139	139	97.84	sbw25	r124
125038	125176	785011	785149	139	139	97.84	sbw25	r124
1250751	1251102	1416244	1416598	352	355	84.64	pf01	r124
1250751	1251102	4996180	4995815	352	366	80.93	pf01	r124
1250751	1251111	1894655	1895021	361	367	85.64	pf01	r124
1250825	1251102	2098004	2098290	278	287	83.39	pf01	r124
1250825	1251102	2164223	2164503	278	281	85.56	pf01	r124
1250834	1251067	2252377	2252610	234	234	90.25	pf01	r124
1252779	1253881	1224801	1225900	1103	1100	90.21	pf01	r124
1253943	1255023	4954904	4953823	1081	1082	86.51	sbw25	r124
1253964	1256884	1226760	1229680	2921	2921	92.33	pf01	r124
1254762	1256600	1159607	1161445	1839	1839	82.63	pf5	r124
1256952	1259366	1229845	1232259	2415	2415	92.47	pf01	r124
1257684	1261392	1162634	1166335	3709	3702	87.32	pf5	r124
1259388	1262223	1232420	1235255	2836	2836	93.34	pf01	r124
1260337	1262516	4946207	4948383	2180	2177	86.71	sbw25	r124
1262255	1266404	1235395	1239645	4150	4251	89.27	pf01	r124
1264862	1266755	4950655	4952551	1894	1897	82.80	sbw25	r124
1266418	1268136	1239771	1241489	1719	1719	88.14	pf01	r124
1267189	1268821	4941625	4939993	1633	1633	85.61	sbw25	r124
1267618	1267765	1168810	1168958	148	149	87.33	pf5	r124
126784	126922	4234995	4234857	139	139	98.56	pf01	r124
126784	126922	5232148	5232010	139	139	98.56	pf01	r124
126784	126922	5572928	5572790	139	139	98.56	pf01	r124
126784	126922	785011	785149	139	139	98.56	pf01	r124
1268776	1269869	1169947	1171040	1094	1094	85.28	pf5	r124
1269279	1274378	4939556	4934471	5100	5086	89.50	sbw25	r124
1269931	1271121	1242433	1243623	1191	1191	90.77	pf01	r124
1271084	1271315	1108418	1108187	232	232	84.91	sbw25	r124
1271158	1280062	1244043	1252961	8905	8919	91.08	pf01	r124
1274549	1276238	4934166	4932476	1690	1691	84.00	sbw25	r124
1276437	1278768	4932258	4929920	2332	2339	87.86	sbw25	r124
1280176	1294375	1253075	1267269	14200	14195	90.77	pf01	r124
1280667	1282798	4927132	4925001	2132	2132	85.19	sbw25	r124
128122	128260	4234995	4234857	139	139	98.56	pf5	r124
128122	128260	5232148	5232010	139	139	98.56	pf5	r124
128122	128260	5572928	5572790	139	139	98.56	pf5	r124
128122	128260	785011	785149	139	139	98.56	pf5	r124
1283064	1285571	4924337	4921813	2508	2525	81.40	sbw25	r124
1284155	1284741	1171177	1171762	587	586	88.47	pf5	r124
1285682	1286641	4921244	4920287	960	958	84.59	sbw25	r124
1286767	1288019	1173642	1174898	1253	1257	84.09	pf5	r124
1286800	1287444	4920056	4919411	645	646	90.57	sbw25	r124
1287755	1289892	4919365	4917218	2138	2148	87.31	sbw25	r124
1288182	1289801	1175678	1177306	1620	1629	85.37	pf5	r124
1290553	1291892	4916568	4915230	1340	1339	91.04	sbw25	r124
1294957	1296627	1191743	1193413	1671	1671	85.61	pf5	r124
1295317	1301199	1268198	1274079	5883	5882	93.88	pf01	r124
1295603	1297736	4908201	4906066	2134	2136	89.89	sbw25	r124
1297805	1298925	4905852	4904732	1121	1121	83.19	sbw25	r124
1298116	1298973	1194884	1195738	858	855	80.51	pf5	r124
1299185	1302459	1284341	1287615	3275	3275	84.92	sbw25	r124
1299674	1301831	1196409	1198566	2158	2158	83.80	pf5	r124
1301209	1309353	1274235	1282390	8145	8156	90.48	pf01	r124
1302484	1303495	1199219	1200230	1012	1012	86.00	pf5	r124
1304007	1304493	1288084	1288570	487	487	86.68	sbw25	r124
1304122	1307737	1200373	1203986	3616	3614	91.29	pf5	r124
1304814	1304970	1288785	1288941	157	157	91.14	sbw25	r124
1308400	1309678	1204708	1205986	1279	1279	88.74	pf5	r124
1309674	1314396	1284323	1289040	4723	4718	91.08	pf01	r124
1309863	1311039	1206189	1207356	1177	1168	81.27	pf5	r124
1311154	1312877	1296180	1297902	1724	1723	85.97	sbw25	r124
1311177	1312460	1207558	1208835	1284	1278	82.15	pf5	r124
1312862	1313116	1209313	1209565	255	253	84.38	pf5	r124
1313243	1315894	1209704	1212354	2652	2651	85.02	pf5	r124
1314913	1319719	1288987	1293800	4807	4814	86.87	pf01	r124
1316029	1317593	1212488	1214057	1565	1570	82.92	pf5	r124
1317527	1319095	1322649	1324216	1569	1568	87.60	sbw25	r124
1317679	1317839	1214213	1214373	161	161	87.12	pf5	r124
1321014	1322005	1217542	1218532	992	991	82.23	pf5	r124
1321589	1323505	1295978	1297895	1917	1918	93.23	pf01	r124
1322121	1325450	1218655	1221996	3330	3342	81.99	pf5	r124
1322950	1325899	1328052	1331002	2950	2951	84.81	sbw25	r124
1323570	1324303	1298033	1298765	734	733	93.05	pf01	r124
1326668	1327970	1332064	1333376	1303	1313	84.32	sbw25	r124
1328316	1330923	1226760	1229367	2608	2608	88.13	pf5	r124
1328447	1332157	1302766	1306481	3711	3716	90.62	pf01	r124
1328582	1330058	1334200	1335677	1477	1478	89.32	sbw25	r124
1331362	1333785	1229847	1232260	2424	2414	85.04	pf5	r124
1333144	1335600	1307381	1309837	2457	2457	85.63	pf01	r124
1333893	1336626	1232420	1235156	2734	2737	89.93	pf5	r124
1334272	1336025	1175703	1177458	1754	1756	85.46	sbw25	r124
1335625	1338274	1309978	1312633	2650	2656	87.66	pf01	r124
1336731	1337558	1235431	1236258	828	828	89.51	pf5	r124
13381	19346	11691	17640	5966	5950	86.88	pf5	r124
1338165	1338927	1313910	1314672	763	763	81.36	pf01	r124
1338200	1339625	1181882	1183307	1426	1426	86.33	sbw25	r124
1339350	1340841	1238131	1239621	1492	1491	88.09	pf5	r124
133944	135948	133176	135180	2005	2005	88.00	pf5	r124
1339734	1342568	1183474	1186318	2835	2845	86.39	sbw25	r124
1339840	1340070	1315600	1315829	231	230	84.19	pf01	r124
1342634	1346426	1186841	1190645	3793	3805	85.12	sbw25	r124
1342741	1343926	1242434	1243619	1186	1186	88.64	pf5	r124
1343993	1347507	1244074	1247581	3515	3508	88.03	pf5	r124
1344499	1354061	1321475	1331002	9563	9528	88.87	pf01	r124
134550	137208	167200	169869	2659	2670	85.43	sbw25	r124
1347730	1352940	1247769	1252979	5211	5211	86.65	pf5	r124
1352807	1354356	1192326	1193875	1550	1550	84.30	sbw25	r124
1354009	1367235	1254053	1267271	13227	13219	87.13	pf5	r124
1354078	1354870	1331121	1331913	793	793	88.68	pf01	r124
1355787	1357107	1332057	1333375	1321	1319	92.28	pf01	r124
1357159	1357691	1333534	1334065	533	532	85.93	pf01	r124
1357694	1361418	1334176	1337904	3725	3729	88.56	pf01	r124
1359072	1360678	1198630	1200235	1607	1606	82.48	sbw25	r124
1361339	1364084	1200413	1203175	2746	2763	92.20	sbw25	r124
1361439	1378173	1340930	1357808	16735	16879	87.99	pf01	r124
1365487	1366763	1204716	1205992	1277	1277	88.66	sbw25	r124
1368456	1373675	1268504	1273722	5220	5219	90.36	pf5	r124
1368974	1369754	1207583	1208361	781	779	82.04	sbw25	r124
1370997	1373646	1209706	1212358	2650	2653	84.25	sbw25	r124
137117	139706	142648	145237	2590	2590	83.98	pf5	r124
137345	138121	170039	170815	777	777	86.36	sbw25	r124
1373568	1373721	4061255	4061099	154	157	92.99	pf01	r124
1373764	1375309	1212488	1214035	1546	1548	82.99	sbw25	r124
1375146	1380211	1275229	1280262	5066	5034	83.06	pf5	r124
1378188	1382493	1358187	1362492	4306	4306	90.19	pf01	r124
1379892	1384543	1218661	1223318	4652	4658	81.05	sbw25	r124
1380346	1380732	1280398	1280782	387	385	80.56	pf5	r124
1380894	1382317	1280968	1282390	1424	1423	89.04	pf5	r124
1382652	1385935	1284325	1287616	3284	3292	85.02	pf5	r124
1382721	1385489	1362774	1365542	2769	2769	86.83	pf01	r124
1382741	1383067	249283	249609	327	327	73.56	sbw25	r124
138368	140167	139125	140924	1800	1800	87.22	pf01	r124
1385220	1385813	1224791	1225384	594	594	81.51	sbw25	r124
1385632	1389548	1365669	1369637	3917	3969	86.50	pf01	r124
1386394	1387243	1288086	1288941	850	856	86.08	pf5	r124
1386441	1389055	1226752	1229368	2615	2617	85.69	sbw25	r124
1387390	1387714	1289088	1289413	325	326	88.04	pf5	r124
138886	139637	170976	171727	752	752	81.75	sbw25	r124
1389496	1391903	1229833	1232261	2408	2429	85.46	sbw25	r124
1389648	1392800	1302920	1306073	3153	3154	84.55	pf5	r124
1389661	1394301	1369752	1374408	4641	4657	86.11	pf01	r124
1392158	1394843	1232517	1235203	2686	2687	88.25	sbw25	r124
1394378	1398282	1374533	1378434	3905	3902	89.84	pf01	r124
1394902	1395736	1235432	1236267	835	836	90.91	sbw25	r124
1397130	1398264	1310518	1311655	1135	1138	82.03	pf5	r124
1397535	1398984	1238128	1239577	1450	1450	87.27	sbw25	r124
1398445	1399544	1378486	1379585	1100	1100	87.11	pf01	r124
1399182	1400489	1239856	1241160	1308	1305	84.49	sbw25	r124
1399683	1401149	1379811	1381278	1467	1468	84.99	pf01	r124
1400866	1402056	1242443	1243633	1191	1191	86.42	sbw25	r124
1402060	1403715	1382318	1383974	1656	1657	88.07	pf01	r124
1402231	1405767	1244075	1247587	3537	3513	87.96	sbw25	r124
140316	144594	145854	150135	4279	4282	82.92	pf5	r124
1403261	1405253	1322652	1324653	1993	2002	86.34	pf5	r124
1405332	1407829	1385814	1388239	2498	2426	85.25	pf01	r124
1405958	1410363	1247766	1252167	4406	4402	88.93	sbw25	r124
1407897	1411921	1388380	1392406	4025	4027	90.64	pf01	r124
140866	153834	141634	154682	12969	13049	86.19	pf01	r124
1409566	1413400	1328018	1331913	3835	3896	84.32	pf5	r124
1412242	1419628	1254047	1261428	7387	7382	85.46	sbw25	r124
1412778	1414453	1393389	1395065	1676	1677	82.30	pf01	r124
1414375	1415681	1332057	1333375	1307	1319	85.49	pf5	r124
1414471	1428079	1398387	1411995	13609	13609	90.73	pf01	r124
1416300	1417790	1334203	1335695	1491	1493	89.17	pf5	r124
1417931	1419869	1335804	1337745	1939	1942	85.20	pf5	r124
1419739	1425502	1261539	1267307	5764	5769	86.96	sbw25	r124
1420213	1424309	1340927	1345011	4097	4085	84.10	pf5	r124
1424418	1424618	1345120	1345320	201	201	97.52	pf5	r124
1424453	1424612	1345452	1345611	160	160	95.00	pf5	r124
1424719	1424872	1345439	1345592	154	154	96.75	pf5	r124
1424732	1424870	1345155	1345293	139	139	97.84	pf5	r124
1426295	1429046	1347048	1349798	2752	2751	90.12	pf5	r124
1426803	1432309	1268587	1274083	5507	5497	88.66	sbw25	r124
1428122	1431074	1412141	1415093	2953	2953	93.81	pf01	r124
1429154	1431028	1349901	1351776	1875	1876	84.66	pf5	r124
1431173	1433455	1351923	1354264	2283	2342	81.92	pf5	r124
1432394	1432547	4061255	4061099	154	157	94.27	pf5	r124
1433442	1438437	1275247	1280287	4996	5041	83.42	sbw25	r124
1433826	1438142	1358186	1362490	4317	4305	83.83	pf5	r124
1434326	1435245	1415680	1416598	920	919	85.90	pf01	r124
1434890	1435191	929206	929509	302	304	83.39	pf01	r124
1434891	1435191	726775	727078	301	304	82.79	pf01	r124
1434891	1435248	1894655	1895015	358	361	87.40	pf01	r124
1434893	1435248	1223569	1223927	356	359	86.23	pf01	r124
1434918	1435245	2529061	2529390	328	330	84.38	pf01	r124
1434926	1435245	2393250	2393569	320	320	86.07	pf01	r124
